jiu5-hi5	鰇魚
tshau2-ioh8-thau5	草藥頭
tshau2-ji7-thau5	草字頭
tshau2-jiok8-a2	草褥仔
tshau2-ke-a2	草雞仔
tshau2-kiok-a2	草菊仔
tshau2-kue-a2	草雞仔
tshau2-leh8-a2	草笠仔
tshau2-liau5-a2	草寮仔
tshau2-lik8-sik	草綠色
tshau2-lueh8-a2	草笠仔
tshau2-me2-kong	草蜢公
tshau2-mih-kong	草蜢公
tshau2-nih-kong	草蜢公
tshau2-pau-a2	草包仔
tshau2-pau-kim	草包金
tshau2-phi2-a2	草庀仔
tshau2-phiann2-he	草片灰
tshau2-pin2-a2	草屏仔
tshau2-poo-koo	草埔菇
tshau2-poo5-thuan5	草蒲團
tshau2-soh-tshia	草索車
tshau2-te7-khi3	草地氣
tshau2-te7-se3	草地稅
tshau2-te7-song5	草地倯
tshau2-thau5-loo7	草頭露
tshau2-thiu2-a2	草丑仔
tshau2-thiunn2-a2	草丑仔
tshau2-ti-tu	草蜘蛛
tshau2-tshioh8-kun2	草蓆袞
tshau2-tshioh8-pau	草蓆包
tshau2-tshu3-a2	草厝仔
tshau2-tsi2-a2	草子仔
tshau2-tue7-lang5	草地人
tshau2-ue5-le2	草鞋禮
tshau2-ue5-pan2	草鞋板
tshau3-tu2-kha2	湊抵巧
tshau3-tu2-kham2	湊抵勘
tshau3-tu2-kham3	湊抵崁
tshau3-bah-hi5	臭肉魚
tshau3-bah-hu5	臭肉魚
tshau3-bak8-ke5	臭目鮭
tshau3-bak8-ni7	臭茉莉
tshau3-bi2-a2	臭米仔
tshau3-gia5-gia5	臭夯夯
tshau3-he2-hun	臭火燻
tshau3-he2-khi3	臭火氣
tshau3-he2-lo	臭火烙
tshau3-he2-loo7	臭火烙
tshau3-he2-loo	臭火咯
tshau3-he2-sio	臭火燒
tshau3-he2-ta	臭火焦
tshau3-hiam-hiam	臭薟薟
tshau3-hian3-ba5	臭羶媌
tshau3-hian3-bi7	臭羶味
tshau3-hian3-niau	臭羶貓
tshau3-hian3-tsi2	臭羶子
tshau3-hiann-lo	臭羶烙
tshau3-hinn7-lang5	臭耳聾
tshau3-hioh8-tshiu7	臭葉樹
tshau3-hiong-niau	臭香貓
tshau3-hong-tshau2	臭風草
tshau3-hue-tshau2	臭花草
tshau3-hue2-hun	臭火燻
tshau3-hue2-khi3	臭火氣
tshau3-hue2-loo7	臭火烙
tshau3-hue2-loo	臭火咯
tshau3-hue2-sio	臭火燒
tshau3-iu5-bi7	臭油味
tshau3-iu5-ian	臭油煙
tshau3-iu5-kau2	臭油圬
tshau3-iu5-khi3	臭油氣
tshau3-iu5-kong2	臭油管
tshau3-iu5-koo2	臭油鈷
tshau3-iu5-siunn	臭油箱
tshau3-iu5-tham5	臭油罈
tshau3-iu5-thang2	臭油桶
tshau3-iu5-thiu	臭油抽
tshau3-iunn5-hian3	臭羊羶
tshau3-jio7-bi7	臭尿味
tshau3-jio7-hiam	臭尿薟
tshau3-jio7-hian3	臭尿羶
tshau3-jio7-khi3	臭尿氣
tshau3-jio7-phua3	臭尿破
tshau3-jit8-hian3	臭日羶
tshau3-kann7-kann7	臭啣啣
tshau3-kau-a2	臭溝仔
tshau3-kau-be5	臭溝糜
tshau3-kau-muai5	臭溝糜
tshau3-kau2-soo	臭狗蘇
tshau3-kha-liam5	臭跤臁
tshau3-kha-sioh8	臭跤液
tshau3-khang-a2	臭空仔
tshau3-khi7-a2	臭柿仔
tshau3-khi7-a2	臭柿子
tshau3-khut-a2	臭窟仔
tshau3-kiok-a2	臭菊仔
tshau3-kuann7-hian3	臭汗羶
tshau3-kuann7-sioh8	臭汗液
tshau3-kuann7-sng	臭汗酸
tshau3-kut-siong3	臭骨相
tshau3-lah8-tshiu7	臭蠟樹
tshau3-lau7-hian3	臭老羶
tshau3-lin-hian3	臭奶羶
tshau3-lin-tai	臭奶獃
tshau3-ling-hian3	臭奶羶
tshau3-mia5-siann	臭名聲
tshau3-moo-moo	臭毛毛
tshau3-ni-tai	臭奶獃
tshau3-pak-lai7	臭腹內
tshau3-phe5-long5	臭皮囊
tshau3-phinn7-thang5	臭鼻蟲
tshau3-phu2-bi2	臭殕米
tshau3-phu2-te5	臭殕茶
tshau3-phu2-ue7	臭殕話
tshau3-phu5-iong5	臭芙蓉
tshau3-phua3-bi7	臭破味
tshau3-phue5-long5	臭皮囊
tshau3-pin3-pinn	臭鬢邊
tshau3-poo3-bi7	臭布味
tshau3-poo3-lo	臭布烙
tshau3-sai2-bi7	臭屎味
tshau3-sai2-hiam	臭屎辛
tshau3-sai2-kue	臭屎瓜
tshau3-sai2-lam5	臭屎楠
tshau3-sam-bi7	臭杉味
tshau3-sap-bun5	臭雪文
tshau3-sim-hing5	臭心行
tshau3-sim-hing7	臭心行
tshau3-sim-kuann	臭心肝
tshau3-sim-siunn7	臭心想
tshau3-sio2-kiann2	臭小囝
tshau3-sioh8-bi7	臭餿味
tshau3-sng-eh	臭酸噎
tshau3-sng-phun	臭酸潘
tshau3-sng-png7	臭酸飯
tshau3-sng-poo7	臭酸步
tshau3-sng-siunn7	臭酸想
tshau3-sng-tsui2	臭酸水
tshau3-sng-ue7	臭酸話
tshau3-suat-bun5	臭雪文
tshau3-ta-be2	臭乾尾
tshau3-ta-bi7	臭乾味
tshau3-ta-hioh8	臭乾葉
tshau3-ta-phi2	臭乾庀
tshau3-ta-png7	臭乾飯
tshau3-ta-sik	臭乾色
tshau3-ta-bi7	臭凋味
tshau3-ta-phi2	臭凋庀
tshau3-ta-sik	臭凋色
tshau3-tang5-phi2	臭銅庀
tshau3-tang5-sian	臭銅鉎
tshau3-te2-mia7	臭短命
tshau3-thau5-phi2	臭頭庀
tshau3-thau5-suann	臭頭山
tshau3-thoo5-bi7	臭土味
tshau3-tiann2-lo	臭鼎烙
tshau3-tiann2-sian	臭鼎鉎
tshau3-too7-hi5	臭肚魚
tshau3-too7-hu5	臭肚魚
tshau3-tsa-boo2	臭查某
tshau3-tsa2-si2	臭早死
tshau3-tshenn-hng	臭生荒
tshau3-tshenn-kiann	臭生驚
tshau3-tshenn-a2	臭青仔
tshau3-tshenn-kong	臭青公
tshau3-tshenn3-a2	臭腥仔
tshau3-tshenn3-bo2	臭腥母
tshau3-tshenn3-kong	臭腥公
tshau3-tshenn3-ku	臭腥龜
tshau3-tshenn3-tin5	臭腥藤
tshau3-tshinn-huinn	臭生荒
tshau3-tshinn-kiann	臭生驚
tshau3-tshinn-bi7	臭腥味
tshau3-tshinn-hng	臭腥荒
tshau3-tshinn-kong	臭腥公
tshau3-tshinn-a2	臭青仔
tshau3-tshinn-kong	臭青公
tshau3-tshinn3-a2	臭腥仔
tshau3-tshinn3-bi7	臭腥味
tshau3-tshinn3-bu2	臭腥母
tshau3-tshinn3-kong	臭腥公
tshau3-tshinn3-ku	臭腥龜
tshau3-tshinn3-tin5	臭腥藤
tshau3-tshit-a2	臭七仔
tshau3-tsho-bi7	臭臊味
tshau3-tsho-sin5	臭臊神
tshau3-tsho-tshau2	臭臊草
tshau3-tshuan-kiong	臭川芎
tshau3-tshui3-kak	臭嘴角
tshau3-tshui3-pinn	臭嘴邊
tshau3-tsi-bai	臭芝屄
tshau3-tsian7-jin5	臭賤人
tshau3-tsian7-kut	臭賤骨
tshau3-tsian7-lang5	臭賤人
tshau3-tsian7-pi7	臭賤婢
tshau3-tsian7-siong3	臭賤相
tshau3-tsiu2-bi7	臭酒味
tshau3-tsiu2-hian3	臭酒羶
tshau3-tsui2-kau2	臭水圬
tshau3-tsui2-kong2	臭水管
tshau3-tuann7-sian	臭彈仙
tshau7-tshau7-liam7	嘈嘈念
tshau7-tshau7-tih	漕漕滴
tshauh8-tshauh8-liam7	嘈嘈唸
tshe-kau2-le5	吹狗螺
tshe--khi2-lai5	吹起來
tshe-kim7-a2	妻妗仔
tshe-ku7-a2	妻舅仔
tshe-pik-bo2	妻伯母
tshe-tit8-sik	妻姪媳
tshe-loo7-khau2	岔路口
tshe-ah-kuann	差押官
tshe-li2-hui3	差旅費
tshe-lu2-hui3	差旅費
tshe5-lok8-phe5	蹉鹿皮
tshe5-lok8-phue5	蹉鹿皮
tshe7-put-si7	坐不是
tshe7-khang-phang7	揣空縫
tshe7-m7-tioh8	揣毋著
tshe7-ma5-huan5	揣麻煩
tshe7-si2-loo7	揣死路
tshe7-thau5-loo7	揣頭路
tsheh-a2-tsua2	冊仔紙
tsheh-iap8-kim	冊葉金
tsheh-ku-a2	冊龜仔
tsheh-lok-a2	冊橐仔
tsheh-pau-tua3	冊包帶
tsheh-phainn7-a2	冊揹仔
tsheh-thiap-a2	冊疊仔
tsheh-jip8-kut	慼入骨
tsheh-jip8-sim	慼入心
tsheh-puann3-si2	慼半死
tshenn-tshin3-tshin3	清凊凊
tshenn-bi5-tsiu2	生啤酒
tshenn-bong7-tsong7	生妄狀
tshenn-gu5-a2	生牛仔
tshenn-hi5-phinn3	生魚片
tshenn-hue-kiu5	生花球
tshenn-hun7-lang5	生份人
tshenn-kau2-hia7	生蚼蟻
tshenn-kau5-kang	生猴公
tshenn-kha-siau3	生腳數
tshenn-ko-nua7	生膏爛
tshenn-kong5-hong	生狂風
tshenn-kong5-kau2	生狂狗
tshenn-kong5-kiann5	生狂行
tshenn-kong5-kui2	生狂鬼
tshenn-kong5-lat8	生狂力
tshenn-kong5-tsau2	生狂走
tshenn-si-si2	生屍死
tshenn-thui--e5	生推--个
tshenn-to-ioh8	生刀藥
tshenn-to-tshau2	生刀草
tshenn-tshin3-hong	生凊風
tshenn-tsiang-kun	生將軍
tshenn-tsin-hong	生真風
tshenn-tsin-hoo7	生真雨
tshenn-tsin-penn7	生真病
tshenn-tsin-tsin	生真真
tshenn-tsioh8-hue	生石灰
tshenn-a2-theh8	菁仔宅
tshenn-a2-tshiu7	菁仔樹
tshenn-ang5-ting	青紅燈
tshenn-bak8-hiunn	青木香
tshenn-bin7-hoo2	青面虎
tshenn-gim2-gim2	青錦錦
tshenn-hi5-kui	青魚規
tshenn-hiam-tsio	青薟椒
tshenn-hue-hi5	青花魚
tshenn-ioh8-tsui2	青藥水
tshenn-kha-a2	青腳仔
tshenn-khang-peh8	青空白
tshenn-khoo2-thi5	青滸苔
tshenn-khui3-bin7	青氣面
tshenn-kinn3-kinn3	青見見
tshenn-ko2-tshau2	青蒿草
tshenn-kong-gan2	青光眼
tshenn-kong5-hoo7	青狂雨
tshenn-lik8-lik8	青綠綠
tshenn-ling-ling	青瓏瓏
tshenn-ling3-ling3	青蘢蘢
tshenn-ling5-bok8	青龍木
tshenn-me5--e5	青盲--个
tshenn-me5-bak8	青瞑目
tshenn-me5-bong	青瞑摸
tshenn-me5-gu5	青瞑牛
tshenn-me5-mua5	青瞑鰻
tshenn-phue5-niau	青皮貓
tshenn-phue5-png	青皮楓
tshenn-sio2-tau7	青小豆
tshenn-sit8-a2	青翼仔
tshenn-siunn-tsi2	青葙子
tshenn-tau2-tsioh8	青斗石
tshenn-thau5-a2	青頭仔
tshenn-thau5-tshiok	青頭鵲
tshenn-thi5-a2	青苔仔
tshenn-tik-a2	青竹仔
tshenn-tik-pio	青竹鏢
tshenn-tik-si	青竹絲
tshenn-tshau2-ioh8	青草藥
tshenn-tshui3-tshui3	青翠翠
tshenn-tsioh8-a2	青石仔
tshenn-thiau3-thiau3	鮮跳跳
tshenn-tshioh-si2	鮮尺死
tshenn2-kue3-lai5	醒過來
tshi-tsha7-kio3	嗤喳叫
tshi-tsham2-khau3	悽慘哭
tshi-tsham2-tai7	悽慘代
tshi-tsham2-tsheh	悽慘啜
tshi-tsham2-tshio3	悽慘笑
tshi-tsham2-tshueh	悽慘啜
tshi-tsham2-tai7	淒慘代
tshi-thau5-po5	痴頭婆
tshi2-bue2-ang5	鼠尾紅
tshi2-bue2-hong	鼠尾風
tshi2-bue2-hong5	鼠尾紅
tshi2-lau7-tshng	鼠瘺瘡
tshi2-tshat8-a2	鼠賊仔
tshi3-a2-hue	刺仔花
tshi3-a2-luah8	刺仔捋
tshi3-a2-poo	刺仔埔
tshi3-a2-sim	刺仔心
tshi3-a2-to	刺仔刀
tshi3-a2-tsang5	刺仔叢
tshi3-a2-tsi2	刺仔子
tshi3-gia5-gia5	刺夯夯
tshi3-hing7-tshau2	刺莧草
tshi3-kam-a2	刺柑仔
tshi3-kang-boo2	刺江某
tshi3-kang-boo2	刺江牡
tshi3-kik-sing3	刺激性
tshi3-kiu5-a2	刺球仔
tshi3-kiu5-hue	刺球花
tshi3-na5-poo5	刺林苞
tshi3-ngoo2-ka	刺五加
tshi3-pau-thau5	刺包頭
tshi3-thoo5-bit8	刺桃蜜
tshi3-too7-bit8	刺杜密
tshi3-too7-bit8	刺杜蜜
tshi3-giam7-tiunn5	試驗場
tshi3-khuann3-bai7	試看覓
tshi3-khuann3-mai7	試看覓
tshi3-kiam5-tsiann2	試鹹汫
tshi3-kim-tsioh8	試金石
tshi3-sim-su7	試心事
tshi3-tham3-sing3	試探性
tshi3-thau5-hiunn	試頭香
tshi3-tsu-bi7	試滋味
tshi5-lun3-lun3	持潤潤
tshi7-a2-thau5	市仔頭
tshi7-gi7-hue7	市議會
tshi7-gi7-uan5	市議員
tshi7-kong-soo2	市公所
tshi7-tiong-sim	市中心
tshi7-tong2-poo7	市黨部
tshi7-tsing3-hu2	市政府
tshi7-tsing3-thiann	市政廳
tshi7-boo2-kiann2	飼某囝
tshi7-hue-bi5	飼花眉
tshi7-hue2-ki3	飼夥計
tshi7-iunn5-e5	飼羊的
tshi7-kiann2-png7	飼囝飯
tshi7-kim-hi5	飼金魚
tshi7-kim-hu5	飼金魚
tshi7-kim-tsiann	飼金精
tshi7-niu5-a2	飼娘仔
tshi7-se3-i5	飼細姨
tshi7-sue3-i5	飼細姨
tshi7-tsa-boo2	飼查某
tshi7-tsing-sinn	飼精牲
tshi7-tsit8-ke	飼一家
tshi7-tua7-han3	飼大漢
tshi7-tua7-tshing3	飼大槍
tshi7-ti-tiunn5	養豬場
tshi7-tu-tiunn5	養豬場
tshia-tshi2-phin2	奢侈品
tshia-phu5--khi2	扯浮起
tshia-lin3-tau2	捙輾斗
tshia-puah8-ping2	捙跋反
tshia-pun3-tau2	捙畚斗
tshia-sai2-thang5	捙屎蟲
tshia-lian2-tau2	推輦斗
tshia-a2-khi2	車仔齒
tshia-a2-suann3	車仔線
tshia-a2-tshing3	車仔槍
tshia-a2-tsi2	車仔只
tshia-au7-ting	車後燈
tshia-be2-hui3	車馬費
tshia-hui5-tshia	車磁車
tshia-iap8-a2	車葉仔
tshia-ki-a2	車箕仔
tshia-koo2-be2	車鼓馬
tshia-koo2-hi3	車鼓戲
tshia-koo2-kong	車鼓公
tshia-koo2-lang7	車鼓弄
tshia-koo2-thiu2	車鼓丑
tshia-koo2-tuann3	車鼓旦
tshia-kuan3--e5	車灌的
tshia-lian2-sim	車輦心
tshia-lian2-tshau2	車輦草
tshia-lun5-kenn3	車輪桱
tshia-lun5-khing	車輪框
tshia-lun5-kinn3	車輪桱
tshia-lun5-tshai3	車輪菜
tshia-lun5-tsi2	車輪子
tshia-pha-lin	車拋輦
tshia-sann-tsing	車參舂
tshia-sng-a2	車栓仔
tshia-sng-a2	車桑仔
tshia-suann3-in	車線絪
tshia-thang2-to3	車桶倒
tshia-thun-a2	車吞仔
tshia-tong3-a2	車擋仔
tshia-tshia-kun2	車車滾
tshia-tshia-tng2	車車轉
tshia-tsian3-pinn5	車戰棚
tshia5-bun5-poo3	斜紋布
tshia5-jiok8-ping5	斜肉旁
tshia5-jit8-ping5	斜日旁
tshia5-ko-hing5	斜糕形
tshia5-thoo5-ping5	斜土旁
tshiah-e5-e5	刺鞋的
tshiah-hueh-to	刺血刀
tshiah-huih-to	刺血刀
tshiah-lang5-bak8	刺人目
tshiah-pe5-pe5	刺耙耙
tshiah-phong3-se	刺膨紗
tshiah-sng-eh	刺酸噎
tshiah-ue5-ue5	刺鞋的
tshiah-a2-han3	赤仔漢
tshiah-be2-a2	赤尾仔
tshiah-be2-tai	赤尾鮐
tshiah-bi2-ku	赤米龜
tshiah-bue2-a2	赤尾仔
tshiah-bue2-tai	赤尾鮐
tshiah-hai2-ke	赤海雞
tshiah-hai2-kue	赤海雞
tshiah-huih-a2	赤血仔
tshiah-jin5-thoo5	赤仁土
tshiah-kap-a2	赤蛤仔
tshiah-kau2-bak8	赤狗目
tshiah-keh-a2	赤蕨仔
tshiah-kha-sian	赤腳先
tshiah-khak-tsut8	赤殼秫
tshiah-kham3-lau5	赤崁樓
tshiah-kham3-sia7	赤崁社
tshiah-khau2-jit8	赤口日
tshiah-khoo3-lan7	赤褲膦
tshiah-kin-tshai3	赤根菜
tshiah-kiunn-a2	赤獐仔
tshiah-kueh-a2	赤蕨仔
tshiah-kui2-kui2	赤鬼鬼
tshiah-kun-tshai3	赤根菜
tshiah-lip8-a2	赤立仔
tshiah-pan-tshng	赤斑瘡
tshiah-pan-tshng	赤班瘡
tshiah-peh-sinn3	赤百姓
tshiah-phu2-sik	赤昲色
tshiah-pit-a2	赤筆仔
tshiah-san-oo5	赤珊瑚
tshiah-siap-jit8	赤卌日
tshiah-sio2-tau7	赤小豆
tshiah-sit8-a2	赤翅仔
tshiah-sua-thng5	赤沙糖
tshiah-suann3-tsat	赤傘節
tshiah-theh-theh	赤裼裼
tshiah-tiau5-tiau5	赤條條
tshiah-tsa-boo2	赤查某
tshiah-tsang-hi5	赤鬃魚
tshiah-tsioh-tsi	赤石脂
tshiak-tshiak-tio5	雀雀趒
tshiak8-tshiak8-thiau3	踔踔跳
tshiak8-tshiak8-tio5	踔踔趒
tshiak8-tshiak8-thiau3	雀雀跳
tshiak8-tshiak8-tio5	雀雀趒
tshiam-a2-kua3	籤仔卦
tshiam5-tshiam5-lau5	潸潸流
tshian-ji7-bun5	千字文
tshian-jit8-hong5	千日紅
tshian-ka-he3	千家貨
tshian-ka-hue3	千家貨
tshian-ka-loo7	千家路
tshian-ka-sing3	千家姓
tshian-ke-loo7	千家路
tshian-kim-phoo2	千金譜
tshian-kim-tan	千金丹
tshian-kin-lat8	千斤力
tshian-kin-puat8	千斤拔
tshian-kin-tshau2	千斤草
tshian-kin-tshin3	千斤秤
tshian-kun-lat8	千斤力
tshian-kun-puat8	千斤拔
tshian-kun-tshau2	千斤草
tshian-kun-tshin3	千斤秤
tshian-li2-be2	千里馬
tshian-li2-gan2	千里眼
tshian-li2-khu	千里駒
tshian-li2-kiann3	千里鏡
tshian-li2-kip	千里及
tshian-li2-kip	千里急
tshian-li2-kng	千里光
tshian-li2-kong	千里光
tshian-li2-piu	千里彪
tshian-ni5-siong5	千年松
tshian-ni5-tong5	千年桐
tshian-put-hing7	千不幸
tshian-sue3-ia5	千歲爺
tshian-sue3-lan5	千歲蘭
tshian-ting5-phe5	千層皮
tshian-ting5-phue5	千層皮
tshian-ting5-ko	千重糕
tshian-ting5-soo	千重酥
tshian-tsan5-pak	千層剝
tshian-tsu7-bun5	千字文
tshian-tu2-tshian	千抵千
tshian-tu2-tshing3	千抵沖
tshian-tui3-tshian	千對千
tshian-tso7-sik	遷座式
tshian-tshiu-ke3	韆鞦架
tshian-tshiu-kiann3	韆鞦鏡
tshian-tshiu-koh	韆鞦閣
tshian-tshiu-pinn5	韆鞦棚
tshian2-a2-sing3	淺仔性
tshian2-a2-siunn7	淺仔想
tshian2-a2-tiann2	淺仔鼎
tshian2-giok8-sik	淺玉色
tshian2-kio5-sik	淺茄色
tshian2-lam5-ling5	淺藍綾
tshian2-liu2-ng5	淺柳黃
tshian2-pak-tng5	淺腹腸
tshian2-tau7-lik8	淺豆綠
tshian2-thua-a2	淺拖仔
tshian2-tng5-too7	淺腸肚
tshian2-too7-tng5	淺肚腸
tshian2-tsang-sik	淺棕色
tshian5-kap-a2	田蛤仔
tshiang2-kha-khe5	趟腳瘸
tshiang2-kha-khe5	蹌腳瘸
tshiang3-huan2-tiau7	唱反調
tshiang3-kha-ke	蹌腳雞
tshiang3-kha-kiann5	蹌腳行
tshiang5-tshiang5-kun2	沖沖滾
tshiang7-kha-ke	蹌腳雞
tshiang7-kha-kue	蹌腳雞
tshiang7-tu2-tshiang7	蹌抵蹌
tshiann2-thing3-hau7	且聽候
tshiann2-tshi5--teh	且持咧
tshiann2-tsiong5-kuan5	且從權
tshiann2-tsit8-pinn	且一邊
tshiann2-kah-si5	請佮辭
tshiann2-lang5-kheh	請人客
tshiann2-ling7-teh	請量咧
tshiann2-tshun-tsiu2	請春酒
tshiann2-tshut-kio7	請出轎
tshiann2-tsiu2-hi3	請酒戲
tshiann2-tsoo2-kong	請祖公
tshiann5-lang5-ho2	成人好
tshiann5-lang5-tsiann5	成人成
tshiap-thiann-khi3	竊聽器
tshiat-than2-tshuah	切坦斜
tshiat-too7-tsue7	竊盜罪
tshiau-lang5-ke5	抄人鮭
tshiau-sin-khu	抄身軀
tshiau-im-pho	超音波
tshiau-ke3-lang5	超過人
tshiau-kue3-lang5	超過人
tshiau-too7-the2	超導體
tshiau-tua7-hing5	超大型
tshiau2-tshiau2-a2	稍稍仔
tshiau5-ke3-siau3	撨價數
tshiau5-loh8-kut	撨落骨
tshiau5-si5-kan	撨時間
tshiau5-si5-tsing	撨時鐘
tshiau5-tin2-tang7	撨振動
tshih8-tian7-ling5	揤電鈴
tshih8-ua2-lai5	揤倚來
tshik-be2-se3	促馬勢
tshik-be2-si3	促馬勢
tshik-he3-siu7	促歲壽
tshik-hue3-siu7	促歲壽
tshik-si5-kan	促時間
tshik-uah8-kat	扯活結
tshik-hau7-soo2	測候所
tshik-ji7-soo3	測字數
tshik-liong7-kuann	測量官
tshik-lang5-i3	觸人意
tshik-hun3-jiok8	赤奮若
tshik-phik-hu3	赤壁賦
tshik-pik-hu3	赤壁賦
tshik-thoo3-ma2	赤兔馬
tshik-kau5-sing3	雀猴性
tshik-tsiau2-a2	雀鳥仔
tshik8-a2-mi7	摵仔麵
tshik8--tsit8-e7	摵一下
tshim-lang5-tsinn5	侵人錢
tshim-liak8-tsia2	侵略者
tshim-liok8-tsia2	侵略者
tshim-pinn-kai3	侵邊界
tshim-giok8-sik	深玉色
tshim-kui-lu2	深閨女
tshim-long-long	深瓏瓏
tshim-suann-ong	深山鶲
tshim-te5-sik	深茶色
tshim-tsenn2-tiann5	深井埕
tshim-tsi2-sik	深紫色
tshim-tsinn2-tiann5	深井埕
tshim2-thau5-a2	纔頭仔
tshim2-tshim2-tsau2	纔纔走
tshim2-tshenn2-a2	鋟醒仔
tshim2-tshinn2-a2	鋟醒仔
tshim5-tshim5-lau5	潸潸流
tshin-a2-tong5	親仔堂
tshin-ai3--e5	親愛的
tshin-bak8-kinn3	親目見
tshin-bit8-bit8	親密密
tshin-hiann-ti7	親兄弟
tshin-hiat/huih-bik8	親血脈
tshin-ho5-lik8	親和力
tshin-hoo3-hoo3	親戽戽
tshin-ke-kong	親家公
tshin-ke-kuann	親家倌
tshin-ke-m2	親家姆
tshin-ke-peh	親家伯
tshin-ke-tsik	親家叔
tshin-kuan5-tsia2	親權者
tshin-kut-hik8	親骨肉
tshin-kut-jiok8	親骨肉
tshin-sio2-ti7	親小弟
tshin-thah8-tshin	親疊親
tshin-thiap8-tshin	親疊親
tshin-tshin-tsiann5	親親成
tshin-tshiunn7-khuan2	親像款
tshin-tshiunn7-lang5	親像人
tshin-tsi2-be7	親姊妹
tshin3-ki-ki	凊支支
tshin3-moh8-nah	凊膜凹
tshin3-mooh-nah	凊瘼凹
tshin3-piann-piann	凊乓乓
tshin3-png7-tin5	凊飯藤
tshin3-teh-teh	凊塊塊
tshin3-tshai2-kong2	凊彩講
tshin3-tshai2-si5	凊彩時
tshin3-tshai2-siunn7	凊彩想
tshin3-tshai2-tshai2	凊采采
tshin3-liau7-soh	秤繚索
tshin3-thui5-bi7	秤錘沕
tshin3-tshenn-bok8	秤星木
tshin3-tshenn-tshiu7	秤星樹
tshin3-tshinn-bok8	秤星木
tshin3-tshinn-tshiu7	秤星樹
tshing-jit8-hong5	千日紅
tshing-lang5-kinn3	千人見
tshing-si3-tsiann3	千四正
tshing-ting5-tsua2	千重紙
tshing-bi2-phun	清米潘
tshing-bing5-hue	清明花
tshing-bing5-tseh	清明節
tshing-bing5-tshai3	清明菜
tshing-bing5-tshau2	清明草
tshing-bing5-tsiau2	清明鳥
tshing-he3-tue2	清貨底
tshing-hue3-te2	清貨底
tshing-ing5-hok	清閒福
tshing-ing5-kha	清閒腳
tshing-it-sik	清一色
tshing-iu-iu	清幽幽
tshing-iu5-tsa2	清油早
tshing-khi3-ko	清氣哥
tshing-kiat-tse	清潔劑
tshing-phang-tin5	清芳藤
tshing-pun3-soo3	清糞埽
tshing-sim-tuann5	清心彈
tshing-thng-ah	清湯鴨
tshing-thng-ke	清湯雞
tshing-thng-mi7	清湯麵
tshing-thng-sim	清湯參
tshing-thng-too7	清湯肚
tshing-tsin-si7	清真寺
tshing-tsuann5-kong	清泉崗
tshing-tsui2-kuah	清水葛
tshing-tua7-siau3	清大數
tshing-uainn-uainn	清泱泱
tshing-ko2-sinn7	青果漬
tshing-lian5-hue7	青年會
tshing-liong5-to	青龍刀
tshing-siau3-lian5	青少年
tshing-siong-hue7	青商會
tshing-tshun-ki5	青春期
tshing-tshun-si5	青春時
tshing2-thau5-hiunn	筅頭香
tshing2-thoo5-hun2	筅土粉
tshing2-guan7-su	請願書
tshing2-ka3-tiau5	請假條
tshing2-kiu5-su	請求書
tshing2-su3-ha7	請賜暇
tshing2-a2-sing3	逞仔性
tshing3-phinn7-khang	擤鼻空
tshing3-oo--khi3	蒸烏--去
tshing3-siong5-giap8	衝嘗業
tshing3-tsiunn7-thinn	衝上天
tshing3-be2-to	銃尾刀
tshing3-bue2-to	銃尾刀
tshing3-ke-a2	銃雞仔
tshing3-kue-a2	銃雞仔
tshing3-ping-poo	銃兵埔
tshing3-tshong5-lam5	銃床楠
tshing3-tsi2-be2	銃子尾
tshing3-tsi2-bue2	銃子尾
tshing3-tsi2-ioh8	銃子藥
tshing3-tsi2-khak	銃子殼
tshing5-peh-a2	松柏仔
tshing5-peh-ian5	松柏涎
tshing5-peh-ka	松柏膠
tshing5-peh-kin	松柏根
tshing5-peh-kun	松柏根
tshing5-peh-lui5	松柏檑
tshing5-peh-tshiu	松柏鬚
tshing5-ling-tshiu7	榕奶樹
tshing5-ling-tua3	榕奶帶
tshing5-tshiu7-iu5	榕樹油
tshing5-tshiu7-ong5	榕樹王
tshing5-tshiu7-tshiu	榕樹鬚
tshing7--khi2-lai5	穿起來
tshing7-tshau2-sann	穿草衫
tshing7-tsian3-kah	穿戰甲
tshinn-ke3-too7	星過度
tshinn-mia5-hue	清明花
tshinn-mia5-tshai3	清明菜
tshinn-mia5-tshau2	清明草
tshinn-mia5-tsiau2	清明鳥
tshinn-mia5-tsueh	清明節
tshinn-tshin3-tshin3	清凊凊
tshinn-bin7-hoo2	生面虎
tshinn-bong7-tsong7	生妄狀
tshinn-gu5-a2	生牛仔
tshinn-hai2-som	生海參
tshinn-hi5-phinn3	生魚片
tshinn-hu5-phinn3	生魚片
tshinn-huan-siu7	生番巢
tshinn-huan-tau7	生番豆
tshinn-hue-kiu5	生花球
tshinn-hun7-lang5	生份人
tshinn-kau2-hia7	生蚼蟻
tshinn-kau5-kang	生猴公
tshinn-kau5-kong	生猴公
tshinn-kau7-huan5	生厚礬
tshinn-kha-siau3	生腳數
tshinn-ko-nua7	生膏爛
tshinn-kong2-kui2	生狂鬼
tshinn-kong5-hong	生狂風
tshinn-kong5-kau2	生狂狗
tshinn-kong5-kiann5	生狂行
tshinn-kong5-lat8	生狂力
tshinn-kong5-tsau2	生狂走
tshinn-lat8-kun	生力軍
tshinn-si-si2	生屍死
tshinn-sio-ah	生燒鴨
